0,1
Kakšne so pravice pristojnega organa v primeru kršitve varstva podatkov v drugi državi članici?,"odstavka tega člena. V tem primeru konkretne razloge iz  prvega in drugega odstavka tega člena navede ločeno v prilogi k odločbi.  (4) Priloga iz prejšnjega odstavka, opremljena s številko zadeve, datumom in podpisom pristojne uradne osebe, se ne vroča posamezniku in je dostopna pooblaščeni osebi za varstvo ose bnih podatkov pristojnega organa in nadzornemu organu na podlagi zahteve zaradi opravljanja nalog v konkretni zadevi.  252.c člen  (postopanje v primeru kršitve varstva podatkov)  (1) V primeru kršitve varstva podatkov pristojni organ Evropski komisiji nemudo ma prijavi to kršitev in naknadne popravne ukrepe.  (2) Pristojni organ preišče, ustavi in odpravi kršitev varstva podatkov, ter v pisnem obvestilu Evropski komisiji zaprosi za začasno prekinitev dostopa do omrežja CCN, če kršitve varstva podatkov ni mogoč e takoj in ustrezno ustaviti.  (3) Pristojni organ lahko začasno prekine izmenjavo informacij z državo članico, v kateri je prišlo do kršitve varstva podatkov, o čemer pisno obvesti Evropsko komisijo in zadevno državo članico. Taka začasna prekinitev ima t akojšnji učinek.  253. člen (vročanje)  (1) Davčni organ v skladu s tem zakonom in na podlagi zaprosila organa države prosilke vroči naslovniku akt ali odločbo, ki jo je izdal pristojni organ države prosilke in zadeva izvajanje predpisov o davkih iz 244. čle na tega zakona v državi prosilki,  če pristojni organ države prosilke sam vročitve ne more izvesti ali če bi taka vročitev p ovzročila nesorazmerne težave.  (2) Organ države prosilke mora v zaprosilu za vročitev navesti vsebino akta ali odločbe, ki naj se vro či, ter opredeliti osebno ime oziroma firmo ter naslov oziroma sedež naslovnika, vključno z vsemi ostalimi informacijami, ki lahko pomagajo identificirati naslovnika.  (3) Organ zaprošene države nemudoma obvesti organ države prosilke o ukrepih, ki jih je da včni organ sprejel v zvezi z vročitvijo, še posebej pa o datumu vročitve akta ali odločbe naslovniku.  253.a člen  (širše sodelovanje)  Če je z mednarodno pogodbo, ki zavezuje Republiko Slovenijo, s tretjo državo dogovorjeno širše upravno sodelovanje, kot je predvideno v tem poglavju, drugi državi članici EU takega širšega sodelovanja ni mogoče zavrniti.  253.b člen  (obveščanje in poročanje Evropski komisiji)  (1) Ministrstvo, pristojno za finance, na način, kot ga določi Evropska komisija:"
Kakšne so obveznosti pristojnega organa v primeru kršitve varstva podatkov?,"odstavka tega člena. V tem primeru konkretne razloge iz  prvega in drugega odstavka tega člena navede ločeno v prilogi k odločbi.  (4) Priloga iz prejšnjega odstavka, opremljena s številko zadeve, datumom in podpisom pristojne uradne osebe, se ne vroča posamezniku in je dostopna pooblaščeni osebi za varstvo ose bnih podatkov pristojnega organa in nadzornemu organu na podlagi zahteve zaradi opravljanja nalog v konkretni zadevi.  252.c člen  (postopanje v primeru kršitve varstva podatkov)  (1) V primeru kršitve varstva podatkov pristojni organ Evropski komisiji nemudo ma prijavi to kršitev in naknadne popravne ukrepe.  (2) Pristojni organ preišče, ustavi in odpravi kršitev varstva podatkov, ter v pisnem obvestilu Evropski komisiji zaprosi za začasno prekinitev dostopa do omrežja CCN, če kršitve varstva podatkov ni mogoč e takoj in ustrezno ustaviti.  (3) Pristojni organ lahko začasno prekine izmenjavo informacij z državo članico, v kateri je prišlo do kršitve varstva podatkov, o čemer pisno obvesti Evropsko komisijo in zadevno državo članico. Taka začasna prekinitev ima t akojšnji učinek.  253. člen (vročanje)  (1) Davčni organ v skladu s tem zakonom in na podlagi zaprosila organa države prosilke vroči naslovniku akt ali odločbo, ki jo je izdal pristojni organ države prosilke in zadeva izvajanje predpisov o davkih iz 244. čle na tega zakona v državi prosilki,  če pristojni organ države prosilke sam vročitve ne more izvesti ali če bi taka vročitev p ovzročila nesorazmerne težave.  (2) Organ države prosilke mora v zaprosilu za vročitev navesti vsebino akta ali odločbe, ki naj se vro či, ter opredeliti osebno ime oziroma firmo ter naslov oziroma sedež naslovnika, vključno z vsemi ostalimi informacijami, ki lahko pomagajo identificirati naslovnika.  (3) Organ zaprošene države nemudoma obvesti organ države prosilke o ukrepih, ki jih je da včni organ sprejel v zvezi z vročitvijo, še posebej pa o datumu vročitve akta ali odločbe naslovniku.  253.a člen  (širše sodelovanje)  Če je z mednarodno pogodbo, ki zavezuje Republiko Slovenijo, s tretjo državo dogovorjeno širše upravno sodelovanje, kot je predvideno v tem poglavju, drugi državi članici EU takega širšega sodelovanja ni mogoče zavrniti.  253.b člen  (obveščanje in poročanje Evropski komisiji)  (1) Ministrstvo, pristojno za finance, na način, kot ga določi Evropska komisija:"
Kaj omogoča člen o širšem sodelovanju v mednarodnih pogodbah?,"odstavka tega člena. V tem primeru konkretne razloge iz  prvega in drugega odstavka tega člena navede ločeno v prilogi k odločbi.  (4) Priloga iz prejšnjega odstavka, opremljena s številko zadeve, datumom in podpisom pristojne uradne osebe, se ne vroča posamezniku in je dostopna pooblaščeni osebi za varstvo ose bnih podatkov pristojnega organa in nadzornemu organu na podlagi zahteve zaradi opravljanja nalog v konkretni zadevi.  252.c člen  (postopanje v primeru kršitve varstva podatkov)  (1) V primeru kršitve varstva podatkov pristojni organ Evropski komisiji nemudo ma prijavi to kršitev in naknadne popravne ukrepe.  (2) Pristojni organ preišče, ustavi in odpravi kršitev varstva podatkov, ter v pisnem obvestilu Evropski komisiji zaprosi za začasno prekinitev dostopa do omrežja CCN, če kršitve varstva podatkov ni mogoč e takoj in ustrezno ustaviti.  (3) Pristojni organ lahko začasno prekine izmenjavo informacij z državo članico, v kateri je prišlo do kršitve varstva podatkov, o čemer pisno obvesti Evropsko komisijo in zadevno državo članico. Taka začasna prekinitev ima t akojšnji učinek.  253. člen (vročanje)  (1) Davčni organ v skladu s tem zakonom in na podlagi zaprosila organa države prosilke vroči naslovniku akt ali odločbo, ki jo je izdal pristojni organ države prosilke in zadeva izvajanje predpisov o davkih iz 244. čle na tega zakona v državi prosilki,  če pristojni organ države prosilke sam vročitve ne more izvesti ali če bi taka vročitev p ovzročila nesorazmerne težave.  (2) Organ države prosilke mora v zaprosilu za vročitev navesti vsebino akta ali odločbe, ki naj se vro či, ter opredeliti osebno ime oziroma firmo ter naslov oziroma sedež naslovnika, vključno z vsemi ostalimi informacijami, ki lahko pomagajo identificirati naslovnika.  (3) Organ zaprošene države nemudoma obvesti organ države prosilke o ukrepih, ki jih je da včni organ sprejel v zvezi z vročitvijo, še posebej pa o datumu vročitve akta ali odločbe naslovniku.  253.a člen  (širše sodelovanje)  Če je z mednarodno pogodbo, ki zavezuje Republiko Slovenijo, s tretjo državo dogovorjeno širše upravno sodelovanje, kot je predvideno v tem poglavju, drugi državi članici EU takega širšega sodelovanja ni mogoče zavrniti.  253.b člen  (obveščanje in poročanje Evropski komisiji)  (1) Ministrstvo, pristojno za finance, na način, kot ga določi Evropska komisija:"
ukrepi ob zaprosilu za vročitev,"odstavka tega člena. V tem primeru konkretne razloge iz  prvega in drugega odstavka tega člena navede ločeno v prilogi k odločbi.  (4) Priloga iz prejšnjega odstavka, opremljena s številko zadeve, datumom in podpisom pristojne uradne osebe, se ne vroča posamezniku in je dostopna pooblaščeni osebi za varstvo ose bnih podatkov pristojnega organa in nadzornemu organu na podlagi zahteve zaradi opravljanja nalog v konkretni zadevi.  252.c člen  (postopanje v primeru kršitve varstva podatkov)  (1) V primeru kršitve varstva podatkov pristojni organ Evropski komisiji nemudo ma prijavi to kršitev in naknadne popravne ukrepe.  (2) Pristojni organ preišče, ustavi in odpravi kršitev varstva podatkov, ter v pisnem obvestilu Evropski komisiji zaprosi za začasno prekinitev dostopa do omrežja CCN, če kršitve varstva podatkov ni mogoč e takoj in ustrezno ustaviti.  (3) Pristojni organ lahko začasno prekine izmenjavo informacij z državo članico, v kateri je prišlo do kršitve varstva podatkov, o čemer pisno obvesti Evropsko komisijo in zadevno državo članico. Taka začasna prekinitev ima t akojšnji učinek.  253. člen (vročanje)  (1) Davčni organ v skladu s tem zakonom in na podlagi zaprosila organa države prosilke vroči naslovniku akt ali odločbo, ki jo je izdal pristojni organ države prosilke in zadeva izvajanje predpisov o davkih iz 244. čle na tega zakona v državi prosilki,  če pristojni organ države prosilke sam vročitve ne more izvesti ali če bi taka vročitev p ovzročila nesorazmerne težave.  (2) Organ države prosilke mora v zaprosilu za vročitev navesti vsebino akta ali odločbe, ki naj se vro či, ter opredeliti osebno ime oziroma firmo ter naslov oziroma sedež naslovnika, vključno z vsemi ostalimi informacijami, ki lahko pomagajo identificirati naslovnika.  (3) Organ zaprošene države nemudoma obvesti organ države prosilke o ukrepih, ki jih je da včni organ sprejel v zvezi z vročitvijo, še posebej pa o datumu vročitve akta ali odločbe naslovniku.  253.a člen  (širše sodelovanje)  Če je z mednarodno pogodbo, ki zavezuje Republiko Slovenijo, s tretjo državo dogovorjeno širše upravno sodelovanje, kot je predvideno v tem poglavju, drugi državi članici EU takega širšega sodelovanja ni mogoče zavrniti.  253.b člen  (obveščanje in poročanje Evropski komisiji)  (1) Ministrstvo, pristojno za finance, na način, kot ga določi Evropska komisija:"
informacije za vročitev aktov,"odstavka tega člena. V tem primeru konkretne razloge iz  prvega in drugega odstavka tega člena navede ločeno v prilogi k odločbi.  (4) Priloga iz prejšnjega odstavka, opremljena s številko zadeve, datumom in podpisom pristojne uradne osebe, se ne vroča posamezniku in je dostopna pooblaščeni osebi za varstvo ose bnih podatkov pristojnega organa in nadzornemu organu na podlagi zahteve zaradi opravljanja nalog v konkretni zadevi.  252.c člen  (postopanje v primeru kršitve varstva podatkov)  (1) V primeru kršitve varstva podatkov pristojni organ Evropski komisiji nemudo ma prijavi to kršitev in naknadne popravne ukrepe.  (2) Pristojni organ preišče, ustavi in odpravi kršitev varstva podatkov, ter v pisnem obvestilu Evropski komisiji zaprosi za začasno prekinitev dostopa do omrežja CCN, če kršitve varstva podatkov ni mogoč e takoj in ustrezno ustaviti.  (3) Pristojni organ lahko začasno prekine izmenjavo informacij z državo članico, v kateri je prišlo do kršitve varstva podatkov, o čemer pisno obvesti Evropsko komisijo in zadevno državo članico. Taka začasna prekinitev ima t akojšnji učinek.  253. člen (vročanje)  (1) Davčni organ v skladu s tem zakonom in na podlagi zaprosila organa države prosilke vroči naslovniku akt ali odločbo, ki jo je izdal pristojni organ države prosilke in zadeva izvajanje predpisov o davkih iz 244. čle na tega zakona v državi prosilki,  če pristojni organ države prosilke sam vročitve ne more izvesti ali če bi taka vročitev p ovzročila nesorazmerne težave.  (2) Organ države prosilke mora v zaprosilu za vročitev navesti vsebino akta ali odločbe, ki naj se vro či, ter opredeliti osebno ime oziroma firmo ter naslov oziroma sedež naslovnika, vključno z vsemi ostalimi informacijami, ki lahko pomagajo identificirati naslovnika.  (3) Organ zaprošene države nemudoma obvesti organ države prosilke o ukrepih, ki jih je da včni organ sprejel v zvezi z vročitvijo, še posebej pa o datumu vročitve akta ali odločbe naslovniku.  253.a člen  (širše sodelovanje)  Če je z mednarodno pogodbo, ki zavezuje Republiko Slovenijo, s tretjo državo dogovorjeno širše upravno sodelovanje, kot je predvideno v tem poglavju, drugi državi članici EU takega širšega sodelovanja ni mogoče zavrniti.  253.b člen  (obveščanje in poročanje Evropski komisiji)  (1) Ministrstvo, pristojno za finance, na način, kot ga določi Evropska komisija:"
postopek pri kršitvi varstva osebnih podatkov,"odstavka tega člena. V tem primeru konkretne razloge iz  prvega in drugega odstavka tega člena navede ločeno v prilogi k odločbi.  (4) Priloga iz prejšnjega odstavka, opremljena s številko zadeve, datumom in podpisom pristojne uradne osebe, se ne vroča posamezniku in je dostopna pooblaščeni osebi za varstvo ose bnih podatkov pristojnega organa in nadzornemu organu na podlagi zahteve zaradi opravljanja nalog v konkretni zadevi.  252.c člen  (postopanje v primeru kršitve varstva podatkov)  (1) V primeru kršitve varstva podatkov pristojni organ Evropski komisiji nemudo ma prijavi to kršitev in naknadne popravne ukrepe.  (2) Pristojni organ preišče, ustavi in odpravi kršitev varstva podatkov, ter v pisnem obvestilu Evropski komisiji zaprosi za začasno prekinitev dostopa do omrežja CCN, če kršitve varstva podatkov ni mogoč e takoj in ustrezno ustaviti.  (3) Pristojni organ lahko začasno prekine izmenjavo informacij z državo članico, v kateri je prišlo do kršitve varstva podatkov, o čemer pisno obvesti Evropsko komisijo in zadevno državo članico. Taka začasna prekinitev ima t akojšnji učinek.  253. člen (vročanje)  (1) Davčni organ v skladu s tem zakonom in na podlagi zaprosila organa države prosilke vroči naslovniku akt ali odločbo, ki jo je izdal pristojni organ države prosilke in zadeva izvajanje predpisov o davkih iz 244. čle na tega zakona v državi prosilki,  če pristojni organ države prosilke sam vročitve ne more izvesti ali če bi taka vročitev p ovzročila nesorazmerne težave.  (2) Organ države prosilke mora v zaprosilu za vročitev navesti vsebino akta ali odločbe, ki naj se vro či, ter opredeliti osebno ime oziroma firmo ter naslov oziroma sedež naslovnika, vključno z vsemi ostalimi informacijami, ki lahko pomagajo identificirati naslovnika.  (3) Organ zaprošene države nemudoma obvesti organ države prosilke o ukrepih, ki jih je da včni organ sprejel v zvezi z vročitvijo, še posebej pa o datumu vročitve akta ali odločbe naslovniku.  253.a člen  (širše sodelovanje)  Če je z mednarodno pogodbo, ki zavezuje Republiko Slovenijo, s tretjo državo dogovorjeno širše upravno sodelovanje, kot je predvideno v tem poglavju, drugi državi članici EU takega širšega sodelovanja ni mogoče zavrniti.  253.b člen  (obveščanje in poročanje Evropski komisiji)  (1) Ministrstvo, pristojno za finance, na način, kot ga določi Evropska komisija:"
dostop do priloge odločbe z razlogi,"odstavka tega člena. V tem primeru konkretne razloge iz  prvega in drugega odstavka tega člena navede ločeno v prilogi k odločbi.  (4) Priloga iz prejšnjega odstavka, opremljena s številko zadeve, datumom in podpisom pristojne uradne osebe, se ne vroča posamezniku in je dostopna pooblaščeni osebi za varstvo ose bnih podatkov pristojnega organa in nadzornemu organu na podlagi zahteve zaradi opravljanja nalog v konkretni zadevi.  252.c člen  (postopanje v primeru kršitve varstva podatkov)  (1) V primeru kršitve varstva podatkov pristojni organ Evropski komisiji nemudo ma prijavi to kršitev in naknadne popravne ukrepe.  (2) Pristojni organ preišče, ustavi in odpravi kršitev varstva podatkov, ter v pisnem obvestilu Evropski komisiji zaprosi za začasno prekinitev dostopa do omrežja CCN, če kršitve varstva podatkov ni mogoč e takoj in ustrezno ustaviti.  (3) Pristojni organ lahko začasno prekine izmenjavo informacij z državo članico, v kateri je prišlo do kršitve varstva podatkov, o čemer pisno obvesti Evropsko komisijo in zadevno državo članico. Taka začasna prekinitev ima t akojšnji učinek.  253. člen (vročanje)  (1) Davčni organ v skladu s tem zakonom in na podlagi zaprosila organa države prosilke vroči naslovniku akt ali odločbo, ki jo je izdal pristojni organ države prosilke in zadeva izvajanje predpisov o davkih iz 244. čle na tega zakona v državi prosilki,  če pristojni organ države prosilke sam vročitve ne more izvesti ali če bi taka vročitev p ovzročila nesorazmerne težave.  (2) Organ države prosilke mora v zaprosilu za vročitev navesti vsebino akta ali odločbe, ki naj se vro či, ter opredeliti osebno ime oziroma firmo ter naslov oziroma sedež naslovnika, vključno z vsemi ostalimi informacijami, ki lahko pomagajo identificirati naslovnika.  (3) Organ zaprošene države nemudoma obvesti organ države prosilke o ukrepih, ki jih je da včni organ sprejel v zvezi z vročitvijo, še posebej pa o datumu vročitve akta ali odločbe naslovniku.  253.a člen  (širše sodelovanje)  Če je z mednarodno pogodbo, ki zavezuje Republiko Slovenijo, s tretjo državo dogovorjeno širše upravno sodelovanje, kot je predvideno v tem poglavju, drugi državi članici EU takega širšega sodelovanja ni mogoče zavrniti.  253.b člen  (obveščanje in poročanje Evropski komisiji)  (1) Ministrstvo, pristojno za finance, na način, kot ga določi Evropska komisija:"
mednarodno sodelovanje v upravi,"odstavka tega člena. V tem primeru konkretne razloge iz  prvega in drugega odstavka tega člena navede ločeno v prilogi k odločbi.  (4) Priloga iz prejšnjega odstavka, opremljena s številko zadeve, datumom in podpisom pristojne uradne osebe, se ne vroča posamezniku in je dostopna pooblaščeni osebi za varstvo ose bnih podatkov pristojnega organa in nadzornemu organu na podlagi zahteve zaradi opravljanja nalog v konkretni zadevi.  252.c člen  (postopanje v primeru kršitve varstva podatkov)  (1) V primeru kršitve varstva podatkov pristojni organ Evropski komisiji nemudo ma prijavi to kršitev in naknadne popravne ukrepe.  (2) Pristojni organ preišče, ustavi in odpravi kršitev varstva podatkov, ter v pisnem obvestilu Evropski komisiji zaprosi za začasno prekinitev dostopa do omrežja CCN, če kršitve varstva podatkov ni mogoč e takoj in ustrezno ustaviti.  (3) Pristojni organ lahko začasno prekine izmenjavo informacij z državo članico, v kateri je prišlo do kršitve varstva podatkov, o čemer pisno obvesti Evropsko komisijo in zadevno državo članico. Taka začasna prekinitev ima t akojšnji učinek.  253. člen (vročanje)  (1) Davčni organ v skladu s tem zakonom in na podlagi zaprosila organa države prosilke vroči naslovniku akt ali odločbo, ki jo je izdal pristojni organ države prosilke in zadeva izvajanje predpisov o davkih iz 244. čle na tega zakona v državi prosilki,  če pristojni organ države prosilke sam vročitve ne more izvesti ali če bi taka vročitev p ovzročila nesorazmerne težave.  (2) Organ države prosilke mora v zaprosilu za vročitev navesti vsebino akta ali odločbe, ki naj se vro či, ter opredeliti osebno ime oziroma firmo ter naslov oziroma sedež naslovnika, vključno z vsemi ostalimi informacijami, ki lahko pomagajo identificirati naslovnika.  (3) Organ zaprošene države nemudoma obvesti organ države prosilke o ukrepih, ki jih je da včni organ sprejel v zvezi z vročitvijo, še posebej pa o datumu vročitve akta ali odločbe naslovniku.  253.a člen  (širše sodelovanje)  Če je z mednarodno pogodbo, ki zavezuje Republiko Slovenijo, s tretjo državo dogovorjeno širše upravno sodelovanje, kot je predvideno v tem poglavju, drugi državi članici EU takega širšega sodelovanja ni mogoče zavrniti.  253.b člen  (obveščanje in poročanje Evropski komisiji)  (1) Ministrstvo, pristojno za finance, na način, kot ga določi Evropska komisija:"
prekinitev dostopa do omrežja CCN,"odstavka tega člena. V tem primeru konkretne razloge iz  prvega in drugega odstavka tega člena navede ločeno v prilogi k odločbi.  (4) Priloga iz prejšnjega odstavka, opremljena s številko zadeve, datumom in podpisom pristojne uradne osebe, se ne vroča posamezniku in je dostopna pooblaščeni osebi za varstvo ose bnih podatkov pristojnega organa in nadzornemu organu na podlagi zahteve zaradi opravljanja nalog v konkretni zadevi.  252.c člen  (postopanje v primeru kršitve varstva podatkov)  (1) V primeru kršitve varstva podatkov pristojni organ Evropski komisiji nemudo ma prijavi to kršitev in naknadne popravne ukrepe.  (2) Pristojni organ preišče, ustavi in odpravi kršitev varstva podatkov, ter v pisnem obvestilu Evropski komisiji zaprosi za začasno prekinitev dostopa do omrežja CCN, če kršitve varstva podatkov ni mogoč e takoj in ustrezno ustaviti.  (3) Pristojni organ lahko začasno prekine izmenjavo informacij z državo članico, v kateri je prišlo do kršitve varstva podatkov, o čemer pisno obvesti Evropsko komisijo in zadevno državo članico. Taka začasna prekinitev ima t akojšnji učinek.  253. člen (vročanje)  (1) Davčni organ v skladu s tem zakonom in na podlagi zaprosila organa države prosilke vroči naslovniku akt ali odločbo, ki jo je izdal pristojni organ države prosilke in zadeva izvajanje predpisov o davkih iz 244. čle na tega zakona v državi prosilki,  če pristojni organ države prosilke sam vročitve ne more izvesti ali če bi taka vročitev p ovzročila nesorazmerne težave.  (2) Organ države prosilke mora v zaprosilu za vročitev navesti vsebino akta ali odločbe, ki naj se vro či, ter opredeliti osebno ime oziroma firmo ter naslov oziroma sedež naslovnika, vključno z vsemi ostalimi informacijami, ki lahko pomagajo identificirati naslovnika.  (3) Organ zaprošene države nemudoma obvesti organ države prosilke o ukrepih, ki jih je da včni organ sprejel v zvezi z vročitvijo, še posebej pa o datumu vročitve akta ali odločbe naslovniku.  253.a člen  (širše sodelovanje)  Če je z mednarodno pogodbo, ki zavezuje Republiko Slovenijo, s tretjo državo dogovorjeno širše upravno sodelovanje, kot je predvideno v tem poglavju, drugi državi članici EU takega širšega sodelovanja ni mogoče zavrniti.  253.b člen  (obveščanje in poročanje Evropski komisiji)  (1) Ministrstvo, pristojno za finance, na način, kot ga določi Evropska komisija:"
Kaj pravijo določbe o odlogu davčne izvršbe?,"davčni organ povrne dolžniku stroške davčne izvršbe v 30 dneh od dneva, ko je ugotovil, da izvršba ni bila upravičena.  (3) V primeru izterjave obveznosti iz 156. člena tega zakona nosi stroške neupravičene izvršbe predlagatelj izvršbe.  (4) Minister, pristo jen za finance, določi višino stroškov davčne izvršbe.  153. člen (odlog davčne izvršbe)  (1) Če je davčni organ ali drug pristojni organ, v skladu s tem zakonom, zakonom o obdavčenju ali drugim zakonom, pred začetkom davčne izvršbe dolžniku dovolil odlog oziroma obročno plačilo davka, se šteje, da je za čas odloga oziroma obročnega plačila odložen tudi začetek davčne izvršbe.  (2) Če davčni organ na podlagi zakona izterjuje druge denarne nedavčne obveznosti, je za odločanje o odlogu davčne izvršbe pristojen p redlagatelj izvršbe iz 146. člena tega zakona.  154. člen (zadržanje davčne izvršbe)  (1) Davčni organ s sklepom zadrži že začeti postopek davčne izvršbe za čas:  1. ko je dolžniku dovoljen odlog oziroma obročno plačilo davka v skladu s tem zakonom, z zakonom o obdavčenju ali drugim zakonom, in sicer za čas odloga oziroma obročnega plačevanja,  2. do vročitve odločbe oziroma sklepa o pritožbi iz četrtega odstavka 157. člena tega zakona oziroma do pravnomočnosti akta, izdanega v postopku iz tretjega odstavka 158. člena tega zakona, oziroma do odločitve o zadevi, če izpodbijanje akta iz 240. člena tega zakona zadrži izvršbo . (2) Posamezna dejanja, ki so bila izvršena pred zadržanjem postopka davčne izvršbe, razen rubeža na dolžnikove denarne prejemke in dolžnikova denar na sredstva pri bankah oziroma hranilnicah, ostanejo v veljavi.  155. člen (ustavitev davčne izvršbe)  (1) Davčni organ po uradni dolžnosti ali na zahtevo dolžnika s sklepom v ce loti ali delno ustavi davčno iz vršbo, če:  1. je davek plačan;  2. davčna izvršba ni dov oljena;  3. se davčna izvršba opravi proti komu, ki ni dolžnik, porok ali garant;  4. predlagatelj izvršbe iz 146. člena tega zakona ali organ države prosilke v primerih iz četrtega dela tega zakona umakne zahtevo za izvršbo;  5. je pravnomočno odpravljen, spremenjen ali razveljavljen izvršilni naslov ali razveljavljeno potrdilo o izvršljivosti;  6. je pravica do davčne izvršbe zastarala;  7. davek, ki se izterjuje, ugasne na drug način.  (2) Davčni organ s sklepom o ustavitvi davčne izvršbe odpravi oziroma razveljavi že izvrše na dejanja v postopku davčne izvršbe."
V katerih primerih lahko davčni organ ustavi davčno izvršbo?,"davčni organ povrne dolžniku stroške davčne izvršbe v 30 dneh od dneva, ko je ugotovil, da izvršba ni bila upravičena.  (3) V primeru izterjave obveznosti iz 156. člena tega zakona nosi stroške neupravičene izvršbe predlagatelj izvršbe.  (4) Minister, pristo jen za finance, določi višino stroškov davčne izvršbe.  153. člen (odlog davčne izvršbe)  (1) Če je davčni organ ali drug pristojni organ, v skladu s tem zakonom, zakonom o obdavčenju ali drugim zakonom, pred začetkom davčne izvršbe dolžniku dovolil odlog oziroma obročno plačilo davka, se šteje, da je za čas odloga oziroma obročnega plačila odložen tudi začetek davčne izvršbe.  (2) Če davčni organ na podlagi zakona izterjuje druge denarne nedavčne obveznosti, je za odločanje o odlogu davčne izvršbe pristojen p redlagatelj izvršbe iz 146. člena tega zakona.  154. člen (zadržanje davčne izvršbe)  (1) Davčni organ s sklepom zadrži že začeti postopek davčne izvršbe za čas:  1. ko je dolžniku dovoljen odlog oziroma obročno plačilo davka v skladu s tem zakonom, z zakonom o obdavčenju ali drugim zakonom, in sicer za čas odloga oziroma obročnega plačevanja,  2. do vročitve odločbe oziroma sklepa o pritožbi iz četrtega odstavka 157. člena tega zakona oziroma do pravnomočnosti akta, izdanega v postopku iz tretjega odstavka 158. člena tega zakona, oziroma do odločitve o zadevi, če izpodbijanje akta iz 240. člena tega zakona zadrži izvršbo . (2) Posamezna dejanja, ki so bila izvršena pred zadržanjem postopka davčne izvršbe, razen rubeža na dolžnikove denarne prejemke in dolžnikova denar na sredstva pri bankah oziroma hranilnicah, ostanejo v veljavi.  155. člen (ustavitev davčne izvršbe)  (1) Davčni organ po uradni dolžnosti ali na zahtevo dolžnika s sklepom v ce loti ali delno ustavi davčno iz vršbo, če:  1. je davek plačan;  2. davčna izvršba ni dov oljena;  3. se davčna izvršba opravi proti komu, ki ni dolžnik, porok ali garant;  4. predlagatelj izvršbe iz 146. člena tega zakona ali organ države prosilke v primerih iz četrtega dela tega zakona umakne zahtevo za izvršbo;  5. je pravnomočno odpravljen, spremenjen ali razveljavljen izvršilni naslov ali razveljavljeno potrdilo o izvršljivosti;  6. je pravica do davčne izvršbe zastarala;  7. davek, ki se izterjuje, ugasne na drug način.  (2) Davčni organ s sklepom o ustavitvi davčne izvršbe odpravi oziroma razveljavi že izvrše na dejanja v postopku davčne izvršbe."
Kdo je pristojen za določitev višine stroškov davčne izvršbe?,"davčni organ povrne dolžniku stroške davčne izvršbe v 30 dneh od dneva, ko je ugotovil, da izvršba ni bila upravičena.  (3) V primeru izterjave obveznosti iz 156. člena tega zakona nosi stroške neupravičene izvršbe predlagatelj izvršbe.  (4) Minister, pristo jen za finance, določi višino stroškov davčne izvršbe.  153. člen (odlog davčne izvršbe)  (1) Če je davčni organ ali drug pristojni organ, v skladu s tem zakonom, zakonom o obdavčenju ali drugim zakonom, pred začetkom davčne izvršbe dolžniku dovolil odlog oziroma obročno plačilo davka, se šteje, da je za čas odloga oziroma obročnega plačila odložen tudi začetek davčne izvršbe.  (2) Če davčni organ na podlagi zakona izterjuje druge denarne nedavčne obveznosti, je za odločanje o odlogu davčne izvršbe pristojen p redlagatelj izvršbe iz 146. člena tega zakona.  154. člen (zadržanje davčne izvršbe)  (1) Davčni organ s sklepom zadrži že začeti postopek davčne izvršbe za čas:  1. ko je dolžniku dovoljen odlog oziroma obročno plačilo davka v skladu s tem zakonom, z zakonom o obdavčenju ali drugim zakonom, in sicer za čas odloga oziroma obročnega plačevanja,  2. do vročitve odločbe oziroma sklepa o pritožbi iz četrtega odstavka 157. člena tega zakona oziroma do pravnomočnosti akta, izdanega v postopku iz tretjega odstavka 158. člena tega zakona, oziroma do odločitve o zadevi, če izpodbijanje akta iz 240. člena tega zakona zadrži izvršbo . (2) Posamezna dejanja, ki so bila izvršena pred zadržanjem postopka davčne izvršbe, razen rubeža na dolžnikove denarne prejemke in dolžnikova denar na sredstva pri bankah oziroma hranilnicah, ostanejo v veljavi.  155. člen (ustavitev davčne izvršbe)  (1) Davčni organ po uradni dolžnosti ali na zahtevo dolžnika s sklepom v ce loti ali delno ustavi davčno iz vršbo, če:  1. je davek plačan;  2. davčna izvršba ni dov oljena;  3. se davčna izvršba opravi proti komu, ki ni dolžnik, porok ali garant;  4. predlagatelj izvršbe iz 146. člena tega zakona ali organ države prosilke v primerih iz četrtega dela tega zakona umakne zahtevo za izvršbo;  5. je pravnomočno odpravljen, spremenjen ali razveljavljen izvršilni naslov ali razveljavljeno potrdilo o izvršljivosti;  6. je pravica do davčne izvršbe zastarala;  7. davek, ki se izterjuje, ugasne na drug način.  (2) Davčni organ s sklepom o ustavitvi davčne izvršbe odpravi oziroma razveljavi že izvrše na dejanja v postopku davčne izvršbe."
